,name,mapped_data
11089,Tuyen Quang VN,",,Tuyen Quang,Viet Nam"
11090,Quang Ngai VN,",,Quang Ngai,Viet Nam"
11091,Cao Bang VN,",,Cao Bang,Viet Nam"
11092,An Giang VN,",,An Giang,Viet Nam"
11093,Tra Vinh VN,",,Tra Vinh,Viet Nam"
11094,Tay Ninh VN,",,Tay Ninh,Viet Nam"
11095,Quang Nam VN,",,Quang Nam,Viet Nam"
11096,Dong Thap VN,",,Dong Thap,Viet Nam"
11097,Long An VN,",,Long An,Viet Nam"
11098,Ho Chi Minh City VN,",,Ho Chi Minh City,Viet Nam"
11099,Binh Duong VN,",,Binh Duong,Viet Nam"
11100,Can Tho VN,",,Can Tho,Viet Nam"
11101,Quang Tri VN,",,Quang Tri,Viet Nam"
11102,Lai Chau VN,",,Lai Chau,Viet Nam"
11103,Ben Tre VN,",,Ben Tre,Viet Nam"
11104,Thai Binh VN,",,Thai Binh,Viet Nam"
11105,Thai Nguyen VN,",,Thai Nguyen,Viet Nam"
11106,Ha Tinh VN,",,Ha Tinh,Viet Nam"
11107,Lao Cai VN,",,Lao Cai,Viet Nam"
11108,Quang Binh VN,",,Quang Binh,Viet Nam"
11109,Kon Tum VN,",,Kon Tum,Viet Nam"
11110,Gia Lai VN,",,Gia Lai,Viet Nam"
11111,Thua Thien-Hue VN,",,Thua Thien-Hue,Viet Nam"
11112,Dac Lak VN,",,Dac Lak,Viet Nam"
11113,Ha Nam VN,",,Ha Nam,Viet Nam"
11114,Ninh Thuan VN,",,Ninh Thuan,Viet Nam"
11115,Hai Phong VN,",,Hai Phong,Viet Nam"
11116,Hai Duong VN,",,Hai Duong,Viet Nam"
11117,Hung Yen VN,",,Hung Yen,Viet Nam"
11118,Nam Dinh VN,",,Nam Dinh,Viet Nam"
11119,Huyen Dien Bien VN,",,Huyen Dien Bien,Viet Nam"
11120,Lam Dong VN,",,Lam Dong,Viet Nam"
11121,Binh Phuoc VN,",,Binh Phuoc,Viet Nam"
11122,Da Nang VN,",,Da Nang,Viet Nam"
11123,Dak Nong VN,",,Dak Nong,Viet Nam"
11124,Bac Giang VN,",,Bac Giang,Viet Nam"
11125,Bac Ninh VN,",,Bac Ninh,Viet Nam"
11126,Bac Lieu VN,",,Bac Lieu,Viet Nam"
11127,Torba VU,",,Torba,Vanuatu"
11128,Shefa VU,",,Shefa,Vanuatu"
11129,Sanma VU,",,Sanma,Vanuatu"
11130,Malampa VU,",,Malampa,Vanuatu"
11131,Tafea VU,",,Tafea,Vanuatu"
11132,Penama VU,",,Penama,Vanuatu"
11133,Circonscription de Sigave WF,",,Circonscription de Sigave,Wallis and Futuna Islands"
11134,Circonscription d'Uvea WF,",,Circonscription d'Uvea,Wallis and Futuna Islands"
11135,Circonscription d'Alo WF,",,Circonscription d'Alo,Wallis and Futuna Islands"
11136,Tuamasaga WS,",,Tuamasaga,Samoa"
11137,Palauli WS,",,Palauli,Samoa"
11138,Atua WS,",,Atua,Samoa"
11139,  WS,",, ,Samoa"
11140,A'ana WS,",,A'ana,Samoa"
11141,Va`a-o-Fonoti WS,",,Va`a-o-Fonoti,Samoa"
11142,Fa`asaleleaga WS,",,Fa`asaleleaga,Samoa"
11143,Gagaifomauga WS,",,Gagaifomauga,Samoa"
11144,Aiga-i-le-Tai WS,",,Aiga-i-le-Tai,Samoa"
11145,Vaisigano WS,",,Vaisigano,Samoa"
11146,Mitrovica XK,",,Mitrovica, "
11147,Gjilan XK,",,Gjilan, "
11148,Ferizaj XK,",,Ferizaj, "
11149,Prizren XK,",,Prizren, "
11150,Gjakova XK,",,Gjakova, "
11151,Pristina XK,",,Pristina, "
11152,Pec XK,",,Pec, "
11153,Al Mahrah YE,",,Al Mahrah,Yemen"
11154,Muhafazat Hadramawt YE,",,Muhafazat Hadramawt,Yemen"
11155,Muhafazat al Bayda' YE,",,Muhafazat al Bayda',Yemen"
11156,Ma'rib YE,",,Ma'rib,Yemen"
11157,Ad Dali' YE,",,Ad Dali',Yemen"
11158,Ibb YE,",,Ibb,Yemen"
11159,Dhamar YE,",,Dhamar,Yemen"
11160,Ta'izz YE,",,Ta'izz,Yemen"
11161,Raymah YE,",,Raymah,Yemen"
11162,Sanaa YE,",,Sanaa,Yemen"
11163,Omran YE,",,Omran,Yemen"
11164,Hajjah YE,",,Hajjah,Yemen"
11165,Sa'dah YE,",,Sa'dah,Yemen"
11166,Al Mahwit YE,",,Al Mahwit,Yemen"
11167,Abyan YE,",,Abyan,Yemen"
11168,Muhafazat al Hudaydah YE,",,Muhafazat al Hudaydah,Yemen"
11169,Shabwah YE,",,Shabwah,Yemen"
11170,Lahij YE,",,Lahij,Yemen"
11171,Al Jawf YE,",,Al Jawf,Yemen"
11172,Soqatra Governorate YE,",,Soqatra Governorate,Yemen"
11173,Aden YE,",,Aden,Yemen"
11174,Amanat Al Asimah YE,",,Amanat Al Asimah,Yemen"
11175,Pamandzi YT,",,Pamandzi, "
11176,Mamoudzou YT,",,Mamoudzou, "
11177,Dzaoudzi YT,",,Dzaoudzi, "
11178,Dembeni YT,",,Dembeni, "
11179,Acoua YT,",,Acoua, "
11180,Bandraboua YT,",,Bandraboua, "
11181,Mtsamboro YT,",,Mtsamboro, "
11182,M'Tsangamouji YT,",,M'Tsangamouji, "
11183,Tsingoni YT,",,Tsingoni, "
11184,Koungou YT,",,Koungou, "
11185,Ouangani YT,",,Ouangani, "
11186,Chiconi YT,",,Chiconi, "
11187,Sada YT,",,Sada, "
11188,Bandrele YT,",,Bandrele, "
11189,Chirongui YT,",,Chirongui, "
11190,Boueni YT,",,Boueni, "
11191,Kani-Keli YT,",,Kani-Keli, "
11192,Gauteng ZA,",,Gauteng,South Africa"
11193,North-West ZA,",,North-West,South Africa"
11194,Orange Free State ZA,",,Orange Free State,South Africa"
11195,Mpumalanga ZA,",,Mpumalanga,South Africa"
11196,Eastern Cape ZA,",,Eastern Cape,South Africa"
11197,Northern Cape ZA,",,Northern Cape,South Africa"
11198,KwaZulu-Natal ZA,",,KwaZulu-Natal,South Africa"
11199,Limpopo ZA,",,Limpopo,South Africa"
11200,Western Cape ZA,",,Western Cape,South Africa"
11201,Luapula ZM,",,Luapula,Zambia"
11202,Northern ZM,",,Northern,Zambia"
11203,North-Western ZM,",,North-Western,Zambia"
11204,Southern ZM,",,Southern,Zambia"
11205,Western ZM,",,Western,Zambia"
11206,Central ZM,",,Central,Zambia"
11207,Eastern ZM,",,Eastern,Zambia"
11208,Copperbelt ZM,",,Copperbelt,Zambia"
11209,Lusaka ZM,",,Lusaka,Zambia"
11210,Masvingo ZW,",,Masvingo,Zimbabwe"
11211,Matabeleland North ZW,",,Matabeleland North,Zimbabwe"
11212,Midlands ZW,",,Midlands,Zimbabwe"
11213,Mashonaland Central ZW,",,Mashonaland Central,Zimbabwe"
11214,Manicaland ZW,",,Manicaland,Zimbabwe"
11215,  ZW,",, ,Zimbabwe"
11216,Matabeleland South ZW,",,Matabeleland South,Zimbabwe"
11217,Mashonaland West ZW,",,Mashonaland West,Zimbabwe"
11218,Mashonaland East ZW,",,Mashonaland East,Zimbabwe"
11219,Harare ZW,",,Harare,Zimbabwe"
11220,Bulawayo ZW,",,Bulawayo,Zimbabwe"
11221,canillo AD,",,Canillo,Andorra"
11222,sant julia de loria AD,",,Sant Julia de Loria,Andorra"
11223,encamp AD,",,Encamp,Andorra"
11224,ordino AD,",,Ordino,Andorra"
11225,escaldes-engordany AD,",,Escaldes-Engordany,Andorra"
11226,la massana AD,",,La Massana,Andorra"
11227,andorra la vella AD,",,Andorra la Vella,Andorra"
11228,umm al qaywayn AE,",,Umm al Qaywayn,United Arab Emirates"
11229,ra's al khaymah AE,",,Ra's al Khaymah,United Arab Emirates"
11230,abu dhabi AE,",,Abu Dhabi,United Arab Emirates"
11231,ash shariqah AE,",,Ash Shariqah,United Arab Emirates"
11232,dubai AE,",,Dubai,United Arab Emirates"
11233,al fujayrah AE,",,Al Fujayrah,United Arab Emirates"
11234,ajman AE,",,Ajman,United Arab Emirates"
11235,khowst AF,",,Khowst,Afghanistan"
11236,vardak AF,",,Vardak,Afghanistan"
11237,herat AF,",,Herat,Afghanistan"
11238,faryab AF,",,Faryab,Afghanistan"
11239,sar-e pol AF,",,Sar-e Pol,Afghanistan"
11240,ghazni AF,",,Ghazni,Afghanistan"
11241,balkh AF,",,Balkh,Afghanistan"
11242,paktia AF,",,Paktia,Afghanistan"
11243,badakhshan AF,",,Badakhshan,Afghanistan"
11244,kandahar AF,",,Kandahar,Afghanistan"
11245,paktika AF,",,Paktika,Afghanistan"
11246,nimruz AF,",,Nimruz,Afghanistan"
11247,takhar AF,",,Takhar,Afghanistan"
11248,helmand AF,",,Helmand,Afghanistan"
11249,ghowr AF,",,Ghowr,Afghanistan"
11250,oruzgan AF,",,Oruzgan,Afghanistan"
11251,kapisa AF,",,Kapisa,Afghanistan"
11252,farah AF,",,Farah,Afghanistan"
11253,parvan AF,",,Parvan,Afghanistan"
11254,nangarhar AF,",,Nangarhar,Afghanistan"
11255,jowzjan AF,",,Jowzjan,Afghanistan"
11256,zabul AF,",,Zabul,Afghanistan"
11257,daykundi AF,",,Daykundi,Afghanistan"
11258,kabul AF,",,Kabul,Afghanistan"
11259,konar AF,",,Konar,Afghanistan"
11260,badghis AF,",,Badghis,Afghanistan"
11261,samangan AF,",,Samangan,Afghanistan"
11262,bamian AF,",,Bamian,Afghanistan"
11263,laghman AF,",,Laghman,Afghanistan"
11264,kunduz AF,",,Kunduz,Afghanistan"
11265,nurestan AF,",,Nurestan,Afghanistan"
11266,wilayat-e baghlan AF,",,Wilayat-e Baghlan,Afghanistan"
11267,lowgar AF,",,Lowgar,Afghanistan"
11268,panjshir AF,",,Panjshir,Afghanistan"
11269,saint john AG,",,Saint John,Antigua and Barbuda"
11270,saint george AG,",,Saint George,Antigua and Barbuda"
11271,saint peter AG,",,Saint Peter,Antigua and Barbuda"
11272,saint paul AG,",,Saint Paul,Antigua and Barbuda"
11273,barbuda AG,",,Barbuda,Antigua and Barbuda"
11274,saint mary AG,",,Saint Mary,Antigua and Barbuda"
11275,vlore AL,",,Vlore,Albania"
11276,gjirokaster AL,",,Gjirokaster,Albania"
11277,korce AL,",,Korce,Albania"
11278,berat AL,",,Berat,Albania"
11279,diber AL,",,Diber,Albania"
11280,elbasan AL,",,Elbasan,Albania"
11281,kukes AL,",,Kukes,Albania"
11282,lezhe AL,",,Lezhe,Albania"
11283,shkoder AL,",,Shkoder,Albania"
11284,fier AL,",,Fier,Albania"
11285,tirane AL,",,Tirane,Albania"
11286,durres AL,",,Durres,Albania"
11287,vayots' dzori marz AM,",,Vayots' Dzori Marz,Armenia"
11288,ararat AM,",,Ararat,Armenia"
11289,syunik'i marz AM,",,Syunik'i Marz,Armenia"
11290,shirak AM,",,Shirak,Armenia"
11291,armavir AM,",,Armavir,Armenia"
11292,aragatsotn AM,",,Aragatsotn,Armenia"
11293,geghark'unik'i marz AM,",,Geghark'unik'i Marz,Armenia"
11294,kotayk'i marz AM,",,Kotayk'i Marz,Armenia"
11295,yerevan AM,",,Yerevan,Armenia"
11296,lorri AM,",,Lorri,Armenia"
11297,tavush AM,",,Tavush,Armenia"
11298,lunda sul AO,",,Lunda Sul,Angola"
11299,lunda norte AO,",,Lunda Norte,Angola"
11300,moxico AO,",,Moxico,Angola"
11301,uige AO,",,Uige,Angola"
11302,zaire AO,",,Zaire,Angola"
11303,cuanza norte AO,",,Cuanza Norte,Angola"
11304,malanje AO,",,Malanje,Angola"
11305,luanda AO,",,Luanda,Angola"
11306,bengo AO,",,Bengo,Angola"
11307,cabinda AO,",,Cabinda,Angola"
11308,cuanza sul AO,",,Cuanza Sul,Angola"
11309,cunene AO,",,Cunene,Angola"
11310,namibe AO,",,Namibe,Angola"
11311,cuando cubango AO,",,Cuando Cubango,Angola"
11312,huila AO,",,Huila,Angola"
11313,huambo AO,",,Huambo,Angola"
11314,benguela AO,",,Benguela,Angola"
11315,bie AO,",,Bie,Angola"
11316,buenos aires AR,",,Buenos Aires,Argentina"
11317,corrientes AR,",,Corrientes,Argentina"
11318,entre rios AR,",,Entre Rios,Argentina"
11319,santa fe AR,",,Santa Fe,Argentina"
11320,buenos aires f.d. AR,",,Buenos Aires F.D.,Argentina"
11321,formosa AR,",,Formosa,Argentina"
11322,misiones AR,",,Misiones,Argentina"
11323,chaco AR,",,Chaco,Argentina"
11324,san juan AR,",,San Juan,Argentina"
11325,neuquen AR,",,Neuquen,Argentina"
11326,jujuy AR,",,Jujuy,Argentina"
11327,tucuman AR,",,Tucuman,Argentina"
11328,santa cruz AR,",,Santa Cruz,Argentina"
11329,la pampa AR,",,La Pampa,Argentina"
11330,cordoba AR,",,Cordoba,Argentina"
11331,la rioja AR,",,La Rioja,Argentina"
11332,santiago del estero AR,",,Santiago del Estero,Argentina"
11333,rio negro AR,",,Rio Negro,Argentina"
11334,mendoza AR,",,Mendoza,Argentina"
11335,san luis AR,",,San Luis,Argentina"
11336,tierra del fuego AR,",,Tierra del Fuego,Argentina"
11337,chubut AR,",,Chubut,Argentina"
11338,catamarca AR,",,Catamarca,Argentina"
11339,salta AR,",,Salta,Argentina"
11340,eastern district AS,",,Eastern District,American Samoa"
11341,western district AS,",,Western District,American Samoa"
11342,swains island AS,",,Swains Island,American Samoa"
11343,manu'a AS,",,Manu'a,American Samoa"
11344,lower austria AT,",,Lower Austria,Austria"
11345,salzburg AT,",,Salzburg,Austria"
11346,styria AT,",,Styria,Austria"
11347,burgenland AT,",,Burgenland,Austria"
11348,carinthia AT,",,Carinthia,Austria"
11349,upper austria AT,",,Upper Austria,Austria"
11350,tyrol AT,",,Tyrol,Austria"
11351,vorarlberg AT,",,Vorarlberg,Austria"
11352,vienna AT,",,Vienna,Austria"
11353,western australia AU,",,Western Australia,Australia"
11354,south australia AU,",,South Australia,Australia"
11355,northern territory AU,",,Northern Territory,Australia"
11356,queensland AU,",,Queensland,Australia"
11357,new south wales AU,",,New South Wales,Australia"
11358,victoria AU,",,Victoria,Australia"
11359,tasmania AU,",,Tasmania,Australia"
11360,australian capital territory AU,",,Australian Capital Territory,Australia"
11361,alands skaergard AX,",,Alands skaergard, "
11362,alands landsbygd AX,",,Alands landsbygd, "
11363,mariehamns stad AX,",,Mariehamns stad, "
11364,nakhichevan AZ,",,Nakhichevan,Azerbaijan"
11365,jalilabad AZ,",,Jalilabad,Azerbaijan"
11366,zangilan rayon AZ,",,Zangilan Rayon,Azerbaijan"
11367,yardimli AZ,",,Yardimli,Azerbaijan"
11368,xocavand rayonu AZ,",,Xocavand Rayonu,Azerbaijan"
11369,xankandi sahari AZ,",,Xankandi Sahari,Azerbaijan"
11370,saatli AZ,",,Saatli,Azerbaijan"
11371,susa AZ,",,Susa,Azerbaijan"
11372,salyan AZ,",,Salyan,Azerbaijan"
11373,qubadli AZ,",,Qubadli,Azerbaijan"
11374,beylaqan AZ,",,Beylaqan,Azerbaijan"
11375,neftcala AZ,",,Neftcala,Azerbaijan"
11376,masally AZ,",,Masally,Azerbaijan"
11377,lerik AZ,",,Lerik,Azerbaijan"
11378,lankaran AZ,",,Lankaran,Azerbaijan"
11379,lacin AZ,",,Lacin,Azerbaijan"
11380,astara AZ,",,Astara,Azerbaijan"
11381,xocali AZ,",,Xocali,Azerbaijan"
11382,imisli AZ,",,Imisli,Azerbaijan"
11383,fuezuli AZ,",,Fuezuli,Azerbaijan"
11384,cabrayil rayonu AZ,",,Cabrayil Rayonu,Azerbaijan"
11385,bilasuvar rayon AZ,",,Bilasuvar Rayon,Azerbaijan"
11386,shirvan AZ,",,Shirvan,Azerbaijan"
11387,agdam AZ,",,Agdam,Azerbaijan"
11388,aghjabadi rayon AZ,",,Aghjabadi Rayon,Azerbaijan"
11389,baki AZ,",,Baki,Azerbaijan"
11390,zardab AZ,",,Zardab,Azerbaijan"
11391,zaqatala AZ,",,Zaqatala,Azerbaijan"
11392,yevlax city AZ,",,Yevlax City,Azerbaijan"
11393,tovuz AZ,",,Tovuz,Azerbaijan"
11394,xacmaz AZ,",,Xacmaz,Azerbaijan"
11395,goygol rayon AZ,",,Goygol Rayon,Azerbaijan"
11396,dashkasan rayon AZ,",,Dashkasan Rayon,Azerbaijan"
11397,ucar AZ,",,Ucar,Azerbaijan"
11398,tartar rayon AZ,",,Tartar Rayon,Azerbaijan"
11399,sumqayit AZ,",,Sumqayit,Azerbaijan"
11400,siazan rayon AZ,",,Siazan Rayon,Azerbaijan"
11401,xizi AZ,",,Xizi,Azerbaijan"
11402,abseron AZ,",,Abseron,Azerbaijan"
11403,qusar AZ,",,Qusar,Azerbaijan"
11404,shamkir rayon AZ,",,Shamkir Rayon,Azerbaijan"
11405,samaxi AZ,",,Samaxi,Azerbaijan"
11406,agstafa AZ,",,Agstafa,Azerbaijan"
11407,shaki city AZ,",,Shaki City,Azerbaijan"
11408,samux AZ,",,Samux,Azerbaijan"
11409,sabirabad AZ,",,Sabirabad,Azerbaijan"
11410,quba AZ,",,Quba,Azerbaijan"
11411,haciqabul AZ,",,Haciqabul,Azerbaijan"
11412,qazax AZ,",,Qazax,Azerbaijan"
11413,qakh rayon AZ,",,Qakh Rayon,Azerbaijan"
11414,qabala rayon AZ,",,Qabala Rayon,Azerbaijan"
11415,oguz AZ,",,Oguz,Azerbaijan"
11416,gadabay rayon AZ,",,Gadabay Rayon,Azerbaijan"
11417,naftalan AZ,",,Naftalan,Azerbaijan"
11418,mingacevir city AZ,",,Mingacevir City,Azerbaijan"
11419,qobustan AZ,",,Qobustan,Azerbaijan"
11420,goranboy AZ,",,Goranboy,Azerbaijan"
11421,kurdamir rayon AZ,",,Kurdamir Rayon,Azerbaijan"
11422,yevlax AZ,",,Yevlax,Azerbaijan"
11423,kalbacar rayonu AZ,",,Kalbacar Rayonu,Azerbaijan"
11424,ismayilli AZ,",,Ismayilli,Azerbaijan"
11425,goeycay AZ,",,Goeycay,Azerbaijan"
11426,ganja city AZ,",,Ganja City,Azerbaijan"
11427,shabran AZ,",,Shabran,Azerbaijan"
11428,shaki rayon AZ,",,Shaki Rayon,Azerbaijan"
11429,barda rayon AZ,",,Barda Rayon,Azerbaijan"
11430,balakan rayon AZ,",,Balakan Rayon,Azerbaijan"
11431,agsu AZ,",,Agsu,Azerbaijan"
11432,agdas AZ,",,Agdas,Azerbaijan"
11433,republika srpska BA,",,Republika Srpska,Bosnia and Herzegovina"
11434,federation of bosnia and herzegovina BA,",,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina"
11435,brcko BA,",,Brcko,Bosnia and Herzegovina"
11436,saint thomas BB,",,Saint Thomas,Barbados"
11437,saint philip BB,",,Saint Philip,Barbados"
11438,saint peter BB,",,Saint Peter,Barbados"
11439,christ church BB,",,Christ Church,Barbados"
11440,saint james BB,",,Saint James,Barbados"
11441,saint andrew BB,",,Saint Andrew,Barbados"
11442,saint john BB,",,Saint John,Barbados"
11443,saint lucy BB,",,Saint Lucy,Barbados"
11444,saint michael BB,",,Saint Michael,Barbados"
11445,saint joseph BB,",,Saint Joseph,Barbados"
11446,rangpur division BD,",,Rangpur Division,Bangladesh"
11447,chittagong BD,",,Chittagong,Bangladesh"
11448,dhaka BD,",,Dhaka,Bangladesh"
11449,sylhet BD,",,Sylhet,Bangladesh"
11450,rajshahi BD,",,Rajshahi,Bangladesh"
11451,khulna BD,",,Khulna,Bangladesh"
11452,barisal BD,",,Barisal,Bangladesh"
11453,flanders BE,",,Flanders,Belgium"
11454,wallonia BE,",,Wallonia,Belgium"
11455,brussels capital BE,",,Brussels Capital,Belgium"
11456,plateau-central BF,",,Plateau-Central,Burkina Faso"
11457,nord BF,",,Nord,Burkina Faso"
11458,boucle du mouhoun BF,",,Boucle du Mouhoun,Burkina Faso"
11459,centre-est BF,",,Centre-Est,Burkina Faso"
11460,cascades BF,",,Cascades,Burkina Faso"
11461,sahel BF,",,Sahel,Burkina Faso"
11462,centre-ouest BF,",,Centre-Ouest,Burkina Faso"
11463,centre-sud BF,",,Centre-Sud,Burkina Faso"
11464,est BF,",,Est,Burkina Faso"
11465,centre BF,",,Centre,Burkina Faso"
11466,centre-nord BF,",,Centre-Nord,Burkina Faso"
11467,high-basins BF,",,High-Basins,Burkina Faso"
11468,southwest BF,",,Southwest,Burkina Faso"
11469,varna BG,",,Varna,Bulgaria"
11470,smolyan BG,",,Smolyan,Bulgaria"
11471,sofiya BG,",,Sofiya,Bulgaria"
11472,veliko turnovo BG,",,Veliko Turnovo,Bulgaria"
11473,pernik BG,",,Pernik,Bulgaria"
11474,plovdiv BG,",,Plovdiv,Bulgaria"
11475,razgrad BG,",,Razgrad,Bulgaria"
11476,yambol BG,",,Yambol,Bulgaria"
11477,blagoevgrad BG,",,Blagoevgrad,Bulgaria"
11478,montana BG,",,Montana,Bulgaria"
11479,lovech BG,",,Lovech,Bulgaria"
11480,shumen BG,",,Shumen,Bulgaria"
11481,vratsa BG,",,Vratsa,Bulgaria"
11482,burgas BG,",,Burgas,Bulgaria"
11483,vidin BG,",,Vidin,Bulgaria"
11484,ruse BG,",,Ruse,Bulgaria"
11485,pazardzhik BG,",,Pazardzhik,Bulgaria"
11486,sliven BG,",,Sliven,Bulgaria"
11487,silistra BG,",,Silistra,Bulgaria"
11488,turgovishte BG,",,Turgovishte,Bulgaria"
11489,gabrovo BG,",,Gabrovo,Bulgaria"
11490,khaskovo BG,",,Khaskovo,Bulgaria"
11491,dobrich BG,",,Dobrich,Bulgaria"
11492,stara zagora BG,",,Stara Zagora,Bulgaria"
11493,kyustendil BG,",,Kyustendil,Bulgaria"
11494,sofia-capital BG,",,Sofia-Capital,Bulgaria"
11495,pleven BG,",,Pleven,Bulgaria"
11496,kurdzhali BG,",,Kurdzhali,Bulgaria"
11497,northern BH,",,Northern,Bahrain"
11498,manama BH,",,Manama,Bahrain"
11499,central governorate BH,",,Central Governorate,Bahrain"
11500,muharraq BH,",,Muharraq,Bahrain"
11501,makamba BI,",,Makamba,Burundi"
11502,bururi BI,",,Bururi,Burundi"
11503,mwaro BI,",,Mwaro,Burundi"
11504,bujumbura mairie BI,",,Bujumbura Mairie,Burundi"
11505,muramvya BI,",,Muramvya,Burundi"
11506,gitega BI,",,Gitega,Burundi"
11507,ruyigi BI,",,Ruyigi,Burundi"
11508,cankuzo BI,",,Cankuzo,Burundi"
11509,karuzi BI,",,Karuzi,Burundi"
11510,bubanza BI,",,Bubanza,Burundi"
11511,cibitoke BI,",,Cibitoke,Burundi"
11512,ngozi BI,",,Ngozi,Burundi"
11513,kayanza BI,",,Kayanza,Burundi"
11514,muyinga BI,",,Muyinga,Burundi"
11515,kirundo BI,",,Kirundo,Burundi"
11516,rutana BI,",,Rutana,Burundi"
11517,borgou BJ,",,Borgou,Benin"
11518,atakora BJ,",,Atakora,Benin"
11519,collines BJ,",,Collines,Benin"
11520,plateau BJ,",,Plateau,Benin"
11521,queme BJ,",,Queme,Benin"
11522,atlantique BJ,",,Atlantique,Benin"
11523,mono BJ,",,Mono,Benin"
11524,alibori BJ,",,Alibori,Benin"
11525,kouffo BJ,",,Kouffo,Benin"
11526,donga BJ,",,Donga,Benin"
11527,zou BJ,",,Zou,Benin"
11528,littoral BJ,",,Littoral,Benin"
11529,tutong BN,",,Tutong,Brunei Darussalam"
11530,belait BN,",,Belait,Brunei Darussalam"
11531,temburong BN,",,Temburong,Brunei Darussalam"
11532,brunei and muara BN,",,Brunei and Muara,Brunei Darussalam"
11533,santa cruz BO,",,Santa Cruz,Bolivia"
11534,pando BO,",,Pando,Bolivia"
11535,chuquisaca BO,",,Chuquisaca,Bolivia"
11536,tarija BO,",,Tarija,Bolivia"
11537,la paz BO,",,La Paz,Bolivia"
11538,potosi BO,",,Potosi,Bolivia"
11539,el beni BO,",,El Beni,Bolivia"
11540,oruro BO,",,Oruro,Bolivia"
11541,cochabamba BO,",,Cochabamba,Bolivia"
11542,saba BQ,",,Saba, "
11543,sint eustatius BQ,",,Sint Eustatius, "
11544,bonaire BQ,",,Bonaire, "
11545,maranhao BR,",,Maranhao,Brazil"
11546,pernambuco BR,",,Pernambuco,Brazil"
11547,para BR,",,Para,Brazil"
11548,paraiba BR,",,Paraiba,Brazil"
11549,ceara BR,",,Ceara,Brazil"
11550,alagoas BR,",,Alagoas,Brazil"
11551,piaui BR,",,Piaui,Brazil"
11552,amazonas BR,",,Amazonas,Brazil"
11553,rio grande do norte BR,",,Rio Grande do Norte,Brazil"
11554,bahia BR,",,Bahia,Brazil"
11555,amapa BR,",,Amapa,Brazil"
11556,sergipe BR,",,Sergipe,Brazil"
11557,tocantins BR,",,Tocantins,Brazil"
11558,sao paulo BR,",,Sao Paulo,Brazil"
11559,santa catarina BR,",,Santa Catarina,Brazil"
11560,rio de janeiro BR,",,Rio de Janeiro,Brazil"
11561,espirito santo BR,",,Espirito Santo,Brazil"
11562,minas gerais BR,",,Minas Gerais,Brazil"
11563,goias BR,",,Goias,Brazil"
11564,rio grande do sul BR,",,Rio Grande do Sul,Brazil"
11565,parana BR,",,Parana,Brazil"
11566,mato grosso BR,",,Mato Grosso,Brazil"
11567,mato grosso do sul BR,",,Mato Grosso do Sul,Brazil"
11568,federal district BR,",,Federal District,Brazil"
11569,acre BR,",,Acre,Brazil"
11570,rondonia BR,",,Rondonia,Brazil"
11571,roraima BR,",,Roraima,Brazil"
11572,west grand bahama BS,",,West Grand Bahama,Bahamas"
11573,spanish wells BS,",,Spanish Wells,Bahamas"
11574,north andros BS,",,North Andros,Bahamas"
11575,rum cay BS,",,Rum Cay,Bahamas"
11576,new providence BS,",,New Providence,Bahamas"
11577,inagua BS,",,Inagua,Bahamas"
11578,acklins BS,",,Acklins,Bahamas"
11579,central abaco BS,",,Central Abaco,Bahamas"
11580,freeport BS,",,Freeport,Bahamas"
11581,east grand bahama BS,",,East Grand Bahama,Bahamas"
11582,moore's island BS,",,Moore's Island,Bahamas"
11583,central eleuthera BS,",,Central Eleuthera,Bahamas"
11584,exuma BS,",,Exuma,Bahamas"
11585,harbour island BS,",,Harbour Island,Bahamas"
11586,ragged island BS,",,Ragged Island,Bahamas"
11587,north abaco BS,",,North Abaco,Bahamas"
11588,crooked island and long cay BS,",,Crooked Island and Long Cay,Bahamas"
11589,san salvador BS,",,San Salvador,Bahamas"
11590,long island BS,",,Long Island,Bahamas"
11591,black point BS,",,Black Point,Bahamas"
11592,cat island BS,",,Cat Island,Bahamas"
11593,bimini BS,",,Bimini,Bahamas"
11594,mayaguana BS,",,Mayaguana,Bahamas"
11595,wangdi phodrang BT,",,Wangdi Phodrang,Bhutan"
11596,tongsa BT,",,Tongsa,Bhutan"
11597,thimphu BT,",,Thimphu,Bhutan"
11598,trashi yangste BT,",,Trashi Yangste,Bhutan"
11599,tashigang BT,",,Tashigang,Bhutan"
11600,daga BT,",,Daga,Bhutan"
11601,shemgang BT,",,Shemgang,Bhutan"
11602,geylegphug BT,",,Geylegphug,Bhutan"
11603,punakha BT,",,Punakha,Bhutan"
11604,chhukha BT,",,Chhukha,Bhutan"
11605,paro BT,",,Paro,Bhutan"
11606,mongar BT,",,Mongar,Bhutan"
11607,lhuntshi BT,",,Lhuntshi,Bhutan"
11608,ha BT,",,Ha,Bhutan"
11609,gasa BT,",,Gasa,Bhutan"
11610,chirang BT,",,Chirang,Bhutan"
11611,bumthang BT,",,Bumthang,Bhutan"
11612,samchi BT,",,Samchi,Bhutan"
11613,pemagatsel BT,",,Pemagatsel,Bhutan"
11614,samdrup jongkhar BT,",,Samdrup Jongkhar,Bhutan"
11615,kgalagadi BW,",,Kgalagadi,Botswana"
11616,central BW,",,Central,Botswana"
11617,kweneng BW,",,Kweneng,Botswana"
11618,north west BW,",,North West,Botswana"
11619,southern BW,",,Southern,Botswana"
